longitude,latitude,rough_climate_r4750,rough_terrain_soil_r4750
-49.010959007455945,-13.296189099074068,0.019833391765448082,0.5693641269224994
-53.01070780999812,-17.87310547166303,0.01931005259717086,1.0276961834196041
-51.018693667463076,-16.72775348441064,0.019564908141258587,1.0875493495201127
-47.641028199173675,-16.458258899174783,0.016780641099472176,0.7670181222712373
-51.03665997314547,-15.577909920737653,0.015485575340740156,0.5354605302051099
-49.05138319524132,-16.271858477719984,0.021936235384570714,1.0691319552856517
-49.2826993809021,-17.866368107032134,0.020065352159342825,0.7614980854678274
-46.79885762031162,-14.210224900665681,0.03818810714522007,0.5782443070274131
-51.59361544929957,-15.755327189351258,0.015341627989656865,0.538550617670318
-49.909274291575464,-18.55133351117327,0.018226126310221222,0.6454400622681761
-52.00010311536365,-16.95682388186112,0.02520671910103132,1.1192451253542595
-49.13447735902238,-18.245906314572633,0.01816186447415306,1.071681876186753
-52.00684047999455,-16.512157816221954,0.022580780482358287,1.105705232137561
-46.06448487554392,-14.659382542725442,0.025847018017629224,0.8936278895284335
-50.124869959764155,-15.4880783923257,0.018850507869407673,0.800881732588843
-49.32087778047718,-13.16144180645614,0.019358119379720404,0.5548437823303107
-50.84576797527007,-15.970922857539943,0.015769612205570306,1.1576604200876561
-48.22268734564106,-16.438046805282095,0.015426565475100905,0.977649311307118
-47.795987585684294,-18.19425318573576,0.016035332988476893,0.8023665115477318
-49.12773999439148,-16.4268178642306,0.023579656732377406,1.0136720435549733
-48.5326061186623,-13.976662926794607,0.01653440009237277,1.2765411873220385
-47.69717290443115,-15.081590726261616,0.02317961786984398,0.8769871658080898
-50.627926518871085,-16.91864548228604,0.017853654924762746,0.754382662113979
-51.44539342741985,-16.824322377453488,0.02788017154817461,1.121562577110142
-52.11912989050949,-16.195501678569823,0.014272338685052788,0.631092959814852
-47.079581146598976,-14.205733324245085,0.03887322514960867,0.5283415561811011
-49.01769637208684,-16.907416541234543,0.02333353291806738,0.7451912769516319
-48.813329644949654,-16.498683086960163,0.025447264858126904,0.8623322439115647
-47.373779402148116,-16.0517712331107,0.02888221761043446,0.7511262207733025
-48.66510762306993,-16.399868405707014,0.024029095107315327,0.8693067136783466
-47.566917188233816,-17.28695474877504,0.016092858654831763,0.9355308157753295
-50.156310994708335,-14.616712566729765,0.01831399131573594,0.7517768322145605
-48.117135299757024,-14.329251675811518,0.01690857446365624,0.8119454554863318
-49.59037236571304,-13.392757992116916,0.01254012771418143,0.5588229087599452
-52.11912989050949,-18.28408471414771,0.01366252046046872,1.0382918872535314
-49.536473448665866,-18.09993008090321,0.011327709421622107,0.9270344069816772
-48.29006099195003,-15.303923759081199,0.029039647532339126,0.9593250832270791
-49.30740305121539,-13.525259496524546,0.018766734997361614,0.898780975998465
-48.507902448349014,-13.314155404756459,0.015699544294057958,1.3576259231046317
-51.490309191625826,-15.191634348566259,0.011797343037687374,0.6047514979026026
-46.67084769232459,-13.538734225786339,0.03514448132592011,0.5771147998678984
-52.06523097346232,-17.264496866672054,0.024720316152845284,0.8964632861070333
-49.954190055781446,-15.887828693758888,0.013047162085263157,1.1432006149315246
-50.311270381218954,-15.063624420579227,0.018719403433451843,0.7887476230955149
-49.14795208828417,-15.20735486603835,0.026521705066685653,1.0888349782301419
-50.15406520649804,-18.53561299370118,0.01911435739005244,0.6619646702895388
-51.50827549730822,-18.879218589876896,0.020316107035317266,0.8981880053201959
-50.4055934860515,-16.67160877915317,0.0174188887018995,0.7869716260687536
-51.490309191625826,-16.076474903423986,0.013306145709302854,0.8419510115903005
-48.546080847924095,-16.624447226736894,0.030023972968010966,0.8732780112417754
-47.95094697219491,-18.43679831244803,0.016586077041743374,1.1137549580631332
-47.53323036507933,-14.915402398699506,0.023218446011726773,1.3030688314457868
-50.62568073066078,-17.102800115530542,0.021283346297189358,0.8352693490909261
-49.17490154680776,-16.568302521479424,0.02650638624998811,1.2167168541018856
-47.10203902870196,-13.408478509589008,0.03640600525807114,0.8774937132414413
-51.04788891419696,-18.277347349516816,0.022293162296349523,1.0902834671046915
-47.2143284392169,-14.225945418137773,0.03943632328989429,0.6679014746978739
-47.791496009263696,-16.752457154723928,0.016887551712202322,0.9548818749700835
-49.50054083730109,-14.706544095141718,0.022269968862074434,1.1749244709204365
-50.13160732439505,-12.916650891533571,0.009513786472629281,0.7028713498944569
-48.689811293383215,-15.975414433960541,0.020599650788398326,1.0026528889431796
-48.52586875403141,-14.293319064446736,0.015417813391742776,1.296712760904464
-49.48706610803929,-13.300680675494666,0.01935384200215417,0.5043826018844992
-50.16753993575983,-15.62282568494363,0.013804522731305646,1.0438523055774125
-51.51501286193911,-17.280217384144144,0.028742373015705695,0.6878458671899402
-47.45687356592917,-13.59038735462321,0.03823188870284449,1.3307823912141046
-51.51950443835971,-15.220829595300144,0.014299827227151068,0.5616940187369804
-50.83229324600828,-13.93174716258863,0.007944432605372042,0.7434991954466272
-48.754939151481885,-16.75021136651363,0.026895340312083665,0.85280474530021
-50.333728263321944,-15.308415335501797,0.019556964162761308,0.7634550377598069
-49.192867852490146,-14.127130736884626,0.016850645731449888,0.9249118172179186
-47.4119578017232,-15.548714674003769,0.027426993743915527,0.9254468127345534
-52.186503536818456,-17.28695474877504,0.023978068710616095,1.1518592246363488
-50.29779565195716,-14.542601555789904,0.018178265922440807,0.6688903768855
-48.56404715360648,-14.991759197849666,0.03195347202397438,1.1176710590438865
-47.470348295190966,-16.963561246492016,0.02587769204894417,0.8596330867216255
-50.34720299258373,-13.38826641569632,0.011281725173915378,0.6918995231336104
-52.249385606706824,-16.905170753024247,0.023863628828080855,0.9814151429470113
-47.730859727585624,-15.775539283243948,0.018082005404766326,1.0370526192139755
-47.62306189349128,-13.453394273794984,0.02170079782288541,0.9259493710045209
-48.09243162944374,-16.853517624187372,0.01936222251825536,0.9718824264384573
-48.35968042646929,-15.616088320312732,0.01705649809179272,1.275047914836997
-52.298792947333396,-16.86025498881827,0.023674638905404916,0.9074986932896075
-51.243272488492956,-17.262251078461755,0.026790896940621374,0.6807429423692685
-52.02705257388724,-16.84004289492558,0.025197750943843626,0.9469718735512181
-48.68082814054202,-13.264748064129884,0.019204802828042027,1.0397181960134756
-52.56155016793836,-18.335737842984585,0.022254384986333076,0.7609737924049377
-46.82356129062491,-13.201865994241519,0.03130133646359704,0.9383061077061231
-48.341714120786904,-14.169800712880303,0.014561982290165214,1.355703787213393
-49.07608686555461,-13.399495356747813,0.02033535992878638,0.8480810335743554
-46.24414793236782,-13.6105994485159,0.02551317720113919,1.283097019682982
